"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	Deaths
	"Missouri"	"29"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	16
	"Missouri"	"29"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	28
	"Missouri"	"29"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Missouri"	"29"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	17
	"Missouri"	"29"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	21
	"Missouri"	"29"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	19
	"Missouri"	"29"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	26
	"Missouri"	"29"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	22
	"Missouri"	"29"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	19
	"Missouri"	"29"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	16
	"Missouri"	"29"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	17
	"Missouri"	"29"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	26
	"Missouri"	"29"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	21
	"Missouri"	"29"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	29
	"Missouri"	"29"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	29
	"Missouri"	"29"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Missouri"	"29"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	34
	"Missouri"	"29"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	24
	"Missouri"	"29"	"2017"	"2017"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Missouri"	"29"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	31
	"Missouri"	"29"	"2018"	"2018"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Missouri"	"29"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	23
	"Missouri"	"29"	"2018"	"2018"	"75-79 years"	"75-79"	"Male"	"M"	28
	"Missouri"	"29"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	28
	"Missouri"	"29"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	27
	"Missouri"	"29"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	24
	"Missouri"	"29"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	28
	"Missouri"	"29"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	25
	"Missouri"	"29"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	26
	"Missouri"	"29"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	26
	"Missouri"	"29"	"2020"	"2020"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Missouri"	"29"	"2020"	"2020"	"65-69 years"	"65-69"	"Male"	"M"	22
	"Missouri"	"29"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Missouri"	"29"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Missouri"	"29"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	34
	"Missouri"	"29"	"2021"	"2021"	"65-69 years"	"65-69"	"Male"	"M"	17
	"Missouri"	"29"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	17
	"Missouri"	"29"	"2021"	"2021"	"75-79 years"	"75-79"	"Male"	"M"	28
	"Missouri"	"29"	"2021"	"2021"	"80-84 years"	"80-84"	"Male"	"M"	25
	"Missouri"	"29"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	34
	"New Jersey"	"34"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	16
	"New Jersey"	"34"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	16
	"New Jersey"	"34"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	19
	"New Jersey"	"34"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	25
	"New Jersey"	"34"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	25
	"New Jersey"	"34"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	16
	"New Jersey"	"34"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	24
	"New Jersey"	"34"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	24
	"New Jersey"	"34"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	43
	"New Jersey"	"34"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	19
	"New Jersey"	"34"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	22
	"New Jersey"	"34"	"2001"	"2001"	"65-69 years"	"65-69"	"Male"	"M"	18
	"New Jersey"	"34"	"2001"	"2001"	"70-74 years"	"70-74"	"Male"	"M"	34
	"New Jersey"	"34"	"2001"	"2001"	"75-79 years"	"75-79"	"Male"	"M"	36
	"New Jersey"	"34"	"2001"	"2001"	"80-84 years"	"80-84"	"Male"	"M"	30
	"New Jersey"	"34"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	21
	"New Jersey"	"34"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	28
	"New Jersey"	"34"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	36
	"New Jersey"	"34"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	26
	"New Jersey"	"34"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	24
	"New Jersey"	"34"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	21
	"New Jersey"	"34"	"2003"	"2003"	"60-64 years "	"60-64"	"Male"	"M"	18
	"New Jersey"	"34"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	16
	"New Jersey"	"34"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	37
	"New Jersey"	"34"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	32
	"New Jersey"	"34"	"2003"	"2003"	"80-84 years"	"80-84"	"Male"	"M"	29
	"New Jersey"	"34"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	22
	"New Jersey"	"34"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	21
	"New Jersey"	"34"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	20
	"New Jersey"	"34"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	19
	"New Jersey"	"34"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	23
	"New Jersey"	"34"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	20
	"New Jersey"	"34"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	24
	"New Jersey"	"34"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	30
	"New Jersey"	"34"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	33
	"New Jersey"	"34"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	21
	"New Jersey"	"34"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	17
	"New Jersey"	"34"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	30
	"New Jersey"	"34"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	24
	"New Jersey"	"34"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	37
	"New Jersey"	"34"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	22
	"New Jersey"	"34"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	20
	"New Jersey"	"34"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	21
	"New Jersey"	"34"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	24
	"New Jersey"	"34"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	22
	"New Jersey"	"34"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	25
	"New Jersey"	"34"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	25
	"New Jersey"	"34"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	24
	"New Jersey"	"34"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	24
	"New Jersey"	"34"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	21
	"New Jersey"	"34"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	22
	"New Jersey"	"34"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	25
	"New Jersey"	"34"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	28
	"New Jersey"	"34"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	21
	"New Jersey"	"34"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	28
	"New Jersey"	"34"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	43
	"New Jersey"	"34"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	23
	"New Jersey"	"34"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	26
	"New Jersey"	"34"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	17
	"New Jersey"	"34"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	27
	"New Jersey"	"34"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	20
	"New Jersey"	"34"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	32
	"New Jersey"	"34"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	23
	"New Jersey"	"34"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	20
	"New Jersey"	"34"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	20
	"New Jersey"	"34"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	26
	"New Jersey"	"34"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	22
	"New Jersey"	"34"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	29
	"New Jersey"	"34"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	29
	"New Jersey"	"34"	"2012"	"2012"	"55-59 years"	"55-59"	"Male"	"M"	16
	"New Jersey"	"34"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	26
	"New Jersey"	"34"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	36
	"New Jersey"	"34"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	27
	"New Jersey"	"34"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	26
	"New Jersey"	"34"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	24
	"New Jersey"	"34"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	21
	"New Jersey"	"34"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	24
	"New Jersey"	"34"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	25
	"New Jersey"	"34"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	25
	"New Jersey"	"34"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	37
	"New Jersey"	"34"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	28
	"New Jersey"	"34"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	36
	"New Jersey"	"34"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	32
	"New Jersey"	"34"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	30
	"New Jersey"	"34"	"2015"	"2015"	"60-64 years "	"60-64"	"Male"	"M"	17
	"New Jersey"	"34"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	17
	"New Jersey"	"34"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	22
	"New Jersey"	"34"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	38
	"New Jersey"	"34"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	32
	"New Jersey"	"34"	"2016"	"2016"	"60-64 years "	"60-64"	"Male"	"M"	20
	"New Jersey"	"34"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	31
	"New Jersey"	"34"	"2016"	"2016"	"70-74 years"	"70-74"	"Male"	"M"	20
	"New Jersey"	"34"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	26
	"New Jersey"	"34"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	33
	"New Jersey"	"34"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	37
	"New Jersey"	"34"	"2017"	"2017"	"65-69 years"	"65-69"	"Male"	"M"	19
	"New Jersey"	"34"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	25
	"New Jersey"	"34"	"2017"	"2017"	"75-79 years"	"75-79"	"Male"	"M"	32
	"New Jersey"	"34"	"2017"	"2017"	"80-84 years"	"80-84"	"Male"	"M"	27
	"New Jersey"	"34"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	25
	"New Jersey"	"34"	"2018"	"2018"	"65-69 years"	"65-69"	"Male"	"M"	17
	"New Jersey"	"34"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	25
	"New Jersey"	"34"	"2018"	"2018"	"75-79 years"	"75-79"	"Male"	"M"	26
	"New Jersey"	"34"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	28
	"New Jersey"	"34"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	34
	"New Jersey"	"34"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	29
	"New Jersey"	"34"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	30
	"New Jersey"	"34"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	31
	"New Jersey"	"34"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	21
	"New Jersey"	"34"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	36
	"New Jersey"	"34"	"2020"	"2020"	"65-69 years"	"65-69"	"Male"	"M"	18
	"New Jersey"	"34"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	29
	"New Jersey"	"34"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	32
	"New Jersey"	"34"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	31
	"New Jersey"	"34"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	31
	"New Jersey"	"34"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	19
	"New Jersey"	"34"	"2021"	"2021"	"65-69 years"	"65-69"	"Male"	"M"	19
	"New Jersey"	"34"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	25
	"New Jersey"	"34"	"2021"	"2021"	"75-79 years"	"75-79"	"Male"	"M"	33
	"New Jersey"	"34"	"2021"	"2021"	"80-84 years"	"80-84"	"Male"	"M"	26
	"New Jersey"	"34"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	27
	"New York"	"36"	"1999"	"1999"	"50-54 years"	"50-54"	"Male"	"M"	16
	"New York"	"36"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	19
	"New York"	"36"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	33
	"New York"	"36"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	40
	"New York"	"36"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	55
	"New York"	"36"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	59
	"New York"	"36"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	52
	"New York"	"36"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	35
	"New York"	"36"	"2000"	"2000"	"50-54 years"	"50-54"	"Male"	"M"	21
	"New York"	"36"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	27
	"New York"	"36"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	52
	"New York"	"36"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	47
	"New York"	"36"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	74
	"New York"	"36"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	46
	"New York"	"36"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	41
	"New York"	"36"	"2001"	"2001"	"55-59 years"	"55-59"	"Male"	"M"	24
	"New York"	"36"	"2001"	"2001"	"60-64 years "	"60-64"	"Male"	"M"	35
	"New York"	"36"	"2001"	"2001"	"65-69 years"	"65-69"	"Male"	"M"	46
	"New York"	"36"	"2001"	"2001"	"70-74 years"	"70-74"	"Male"	"M"	49
	"New York"	"36"	"2001"	"2001"	"75-79 years"	"75-79"	"Male"	"M"	67
	"New York"	"36"	"2001"	"2001"	"80-84 years"	"80-84"	"Male"	"M"	47
	"New York"	"36"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	32
	"New York"	"36"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	19
	"New York"	"36"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	24
	"New York"	"36"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	20
	"New York"	"36"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	52
	"New York"	"36"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	53
	"New York"	"36"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	57
	"New York"	"36"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	55
	"New York"	"36"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	54
	"New York"	"36"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	21
	"New York"	"36"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	28
	"New York"	"36"	"2003"	"2003"	"60-64 years "	"60-64"	"Male"	"M"	30
	"New York"	"36"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	44
	"New York"	"36"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	56
	"New York"	"36"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	47
	"New York"	"36"	"2003"	"2003"	"80-84 years"	"80-84"	"Male"	"M"	49
	"New York"	"36"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	44
	"New York"	"36"	"2004"	"2004"	"50-54 years"	"50-54"	"Male"	"M"	16
	"New York"	"36"	"2004"	"2004"	"55-59 years"	"55-59"	"Male"	"M"	27
	"New York"	"36"	"2004"	"2004"	"60-64 years "	"60-64"	"Male"	"M"	28
	"New York"	"36"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	37
	"New York"	"36"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	59
	"New York"	"36"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	60
	"New York"	"36"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	51
	"New York"	"36"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	41
	"New York"	"36"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	19
	"New York"	"36"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	21
	"New York"	"36"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	40
	"New York"	"36"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	38
	"New York"	"36"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	50
	"New York"	"36"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	42
	"New York"	"36"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	53
	"New York"	"36"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	37
	"New York"	"36"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	30
	"New York"	"36"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	41
	"New York"	"36"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	42
	"New York"	"36"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	39
	"New York"	"36"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	72
	"New York"	"36"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	58
	"New York"	"36"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	42
	"New York"	"36"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	24
	"New York"	"36"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	25
	"New York"	"36"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	42
	"New York"	"36"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	41
	"New York"	"36"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	48
	"New York"	"36"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	53
	"New York"	"36"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	60
	"New York"	"36"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	37
	"New York"	"36"	"2008"	"2008"	"55-59 years"	"55-59"	"Male"	"M"	21
	"New York"	"36"	"2008"	"2008"	"60-64 years "	"60-64"	"Male"	"M"	30
	"New York"	"36"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	41
	"New York"	"36"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	49
	"New York"	"36"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	53
	"New York"	"36"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	58
	"New York"	"36"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	54
	"New York"	"36"	"2009"	"2009"	"50-54 years"	"50-54"	"Male"	"M"	20
	"New York"	"36"	"2009"	"2009"	"55-59 years"	"55-59"	"Male"	"M"	32
	"New York"	"36"	"2009"	"2009"	"60-64 years "	"60-64"	"Male"	"M"	42
	"New York"	"36"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	41
	"New York"	"36"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	46
	"New York"	"36"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	52
	"New York"	"36"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	59
	"New York"	"36"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	51
	"New York"	"36"	"2010"	"2010"	"55-59 years"	"55-59"	"Male"	"M"	26
	"New York"	"36"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	25
	"New York"	"36"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	50
	"New York"	"36"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	53
	"New York"	"36"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	57
	"New York"	"36"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	58
	"New York"	"36"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	59
	"New York"	"36"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	27
	"New York"	"36"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	44
	"New York"	"36"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	37
	"New York"	"36"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	42
	"New York"	"36"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	44
	"New York"	"36"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	59
	"New York"	"36"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	53
	"New York"	"36"	"2012"	"2012"	"50-54 years"	"50-54"	"Male"	"M"	18
	"New York"	"36"	"2012"	"2012"	"55-59 years"	"55-59"	"Male"	"M"	23
	"New York"	"36"	"2012"	"2012"	"60-64 years "	"60-64"	"Male"	"M"	41
	"New York"	"36"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	44
	"New York"	"36"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	55
	"New York"	"36"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	52
	"New York"	"36"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	44
	"New York"	"36"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	56
	"New York"	"36"	"2013"	"2013"	"55-59 years"	"55-59"	"Male"	"M"	27
	"New York"	"36"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	35
	"New York"	"36"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	68
	"New York"	"36"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	41
	"New York"	"36"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	48
	"New York"	"36"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	57
	"New York"	"36"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	70
	"New York"	"36"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	24
	"New York"	"36"	"2014"	"2014"	"60-64 years "	"60-64"	"Male"	"M"	51
	"New York"	"36"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	53
	"New York"	"36"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	59
	"New York"	"36"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	49
	"New York"	"36"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	57
	"New York"	"36"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	63
	"New York"	"36"	"2015"	"2015"	"50-54 years"	"50-54"	"Male"	"M"	23
	"New York"	"36"	"2015"	"2015"	"55-59 years"	"55-59"	"Male"	"M"	27
	"New York"	"36"	"2015"	"2015"	"60-64 years "	"60-64"	"Male"	"M"	51
	"New York"	"36"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	40
	"New York"	"36"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	62
	"New York"	"36"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	58
	"New York"	"36"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	62
	"New York"	"36"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	70
	"New York"	"36"	"2016"	"2016"	"50-54 years"	"50-54"	"Male"	"M"	16
	"New York"	"36"	"2016"	"2016"	"55-59 years"	"55-59"	"Male"	"M"	20
	"New York"	"36"	"2016"	"2016"	"60-64 years "	"60-64"	"Male"	"M"	45
	"New York"	"36"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	66
	"New York"	"36"	"2016"	"2016"	"70-74 years"	"70-74"	"Male"	"M"	49
	"New York"	"36"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	58
	"New York"	"36"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	44
	"New York"	"36"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	62
	"New York"	"36"	"2017"	"2017"	"50-54 years"	"50-54"	"Male"	"M"	20
	"New York"	"36"	"2017"	"2017"	"55-59 years"	"55-59"	"Male"	"M"	23
	"New York"	"36"	"2017"	"2017"	"60-64 years "	"60-64"	"Male"	"M"	37
	"New York"	"36"	"2017"	"2017"	"65-69 years"	"65-69"	"Male"	"M"	53
	"New York"	"36"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	60
